text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
"Enjoyed my first time there. The parking lot is tight with limited street parking available.

The lunch menu is simple with a good selection of ramen and rice bowl options. The fried chicken bites appetizer was tasty however the pieces were too big. The food was good but not the best I've ever had. 

The front and back of the house had only male employees. It felt like a fraternity with the music blasting to try and make it hip. Glad I was accompanied by my husband because I wouldn't feel comfortable dining in the men's den alone or with another female.

This place is popular so arrive early or you will wait FOREVER to be seated. The restaurant is small, I do not recommend it for parties of more than four.",19,B,Ichicoro Ramen,Ichicoro Ramen,Ichicoro Ram3n,3.0,POSITIVE
"Very mediocre food; HUGE language & communication problems. The quality of food was like ""gas station"" pizza. We, also used a flyer under our door at the Marriott. And I wish I had read these reviews before ordering",19,B,Cetos Pizza,Cetos Pizza,Cet0s Pizza,1.0,NEGATIVE
One of the better Chinese restaurants in the area... They have a decent selection and I like their spring rolls yum,10,A,The Tampa Buffet,The Tampa Buffet,the tampa buffet,4.0,POSITIVE
"Horrible service. I waited 3 years to get my hair pressed again, and was very excited. That excitement quickly faded once my service started. I requested that since my hair was soft and hadn't been heat treated in years that I get a roller set and sit under the dryer while my hair dries(which is normal at a dominican salon back home). The ownEr continuously talked me out of it saying my hair was too dry and wouldn't attach to a roller ? Let's be honest they were just being lazy. I have never heard anyone say my hair was too dry for a roller( and if it was then spray some water on it). I have 3c very easy to manage hair, and this place made me feel my hair was horrible, constantly telling me how damaged my hair was and how complicated I am making their process. Then to make it worst when I questioned their straightening process, the owner said ""baby you come here cuz you saw the reviews right?"" ""Ok then we got it"" well they didn't  and this was the worst experience of my life. They may have done quality work at one time when these reviews were posted but not anymore.",4,A,Diamond Dominican Beauty Salon,Diamond Dominican Beauty Salon,diamond dominican beauty salon,1.0,NEGATIVE
I do have to say that I like this place! The pizza was good and cheap and the beer was even better. I love supporting small local business because that is was keeps the Tampa market thriving. The service was beyond great. They even threw in free garlic knots. Who doesn't love free stuff! If you are looking for a quick bite to eat and don't want anything fancy I would suggest this place.,15,B,Tate Brothers Pizza,Tate Brothers Pizza,tate brothers pizza,5.0,POSITIVE
"We enjoyed the Korean meat bbq but the side dishes were not as good as the other Korean restaurants in the area. Additionally, the white rice was soggy and the service was slow",35,C,Rice Market and Restaurant,Rice Market and Restaurant,Rice Market and Restaurant Inc.,2.0,NEGATIVE
"This food truck has bacon wrapped deep fried hot dogs!  As good as that sounds, I like to keep my lunch on the lighter side.  It's great that they offer some healthier options, like the buffalo chicken salad, taco salad, and grilled chicken Caesar salad.

Taco Salad $8 - Delicious! It's loaded with taco beef, shredded cheddar cheese, diced tomatoes, and tortilla chips with sour cream and homemade salsa on the side.

Hot Mess Tots $8 (tater tots topped with seasoned ground beef, bacon cheese sauce, chipotle lime crema and scallions)",10,A,Hott Mess,Hott Mess,H0tt Mess,5.0,POSITIVE
"Generally pleasant service, but seemingly has some technical/precedural issues.

I've eaten at this location on a fairly regular basis over the past half-year or so, and had been a customer of other Bob Evans in the past. On the whole, this location typifies the Bob Evans experience: the building is well-maintained both inside and out, the mood is calm and conducive to socializing with your party, the service is mostly friendly and competent, and the food is of acceptable quality--so long as you're willing to deal with a bit of quirkiness due to some . . . interesting managerial decisions.

When you eat here, I recommend asking for Jennifer or Nick as your server on weeknights or Madison on the weekend. They each offer well-above-average service and enjoyable personalities. I've rarely had a bad server at this location, and the managers are polite, as well.

As for the ""quirky"" management decisions, for one they have a tendency to clump customers together in the dining room, rather than spacing them apart, even when the restaurant is less than half full. I'm sure the reason has something to do with minimizing the amount of walking the staff need to do, and I can appreciate that, but I feel they could find a way to do so without cramming the customers together quite so tightly. As an example of why this is a bad idea, I offer my experince from tonight: the manager, Judy, sat a family of four at the table directly behind me then, in the process of attempting to put a booster seat at the table, hit me in the shoulder with it a couple of times. I wasn't hurt and she apologized immediately, but it was definitely not pleasant and there were eight other empty tables at which the family could have been seated that would have avoided the situation altogether. At the least, Judy could have warned me what she was about to do so I could get myself out of the way.

The kitchen likewise has issues, although the waitstaff seem aware of them, and work hard to shield the customers as much as possible. As has been mentioned by other Yelp reviewers, the kitchen seems to run out of items on a regular basis--the family of four mentioned above attempted to order mac-n-cheese for their children, only to be told it wasn't available. 

The cooks seem technically competent, as the food is generally moist, flavorful, and appealing in presentation, but there, too, they have certain procedural issues. An example of that is with their current heavily-promoted special, a Brioch French toast with blueberry topping, which has quickly become a favorite of mine. The French toast itself has always been perfectly prepared, golden-brown and just chewy enough to feel good in the mouth. However, the kitchen's policy is to pull the blueberry topping directly from the refrigerator and pour it over the the piping hot toast. Needless to say, the combination of hot toast and 40-degree-cold berries leaves you with a plate of unappitizing, luke-warm food. The servers I've spoken with have noted a number of customers complaining about it, and usually recommend the customers ask for the topping to be warmed prior to serving, but it is up to the customer to actually make the request. 

I also questioned one of the managers--I didn't catch the name on her tag, unfortunately--and she advised me it is necessary for food ingredients to be kept at or below 40 degrees per law, and there was nothing they could do about that, which seems like a non-answer to me. After all, the sausage I ordered as a side-item to my meal would likewise have been kept at such temperatures, but was heated as a matter of course before being served to me. Why should a customer need to make a special request to not be served a lukewarm dish? I count this as another odd management decision.

Quirks aside, I do recommend this location if you're looking for a place to have a pleasant meal and good conversation with friends or family, just don't be afraid to tell your server exactly what you want. And remember to tip well! :-)",34,C,Bob Evans,Bob Evans,Bob Ev@ns,4.0,POSITIVE
Seriously awesome.  We stopped in and had the noodle bar.  Ended up being the Best soup I've ever had.  Large portions.  Friendly service.  Customizable.  We have a huge to go box.  Can't wait to eat or for supper.,14,B,Thai Gourmet Market,Thai Gourmet Market,Thai G0urmet Market,5.0,POSITIVE
"I decided to try this place in hopes of finding a really good Thai restaurant in Tampa (especially after some pretty good reviews), but this was definitely lackluster.  The food was not flavorful and quite greasy- very odd for a Thai restaurant.  

I got the Pad See Ew and my girlfriend got chicken in some sort of peanut sauce.  We also tried the egg rolls, soup and some of their sweeter style, unfiltered sake.  I have to say the sake was the only thing either of us enjoyed.

For now, I guess I will drive to either Clearwater or New Port Richey and visit Pattaya Thai or Orchids Thai.  Of the 10+ Thai restaurants I have tried in the Tampa Bay area, these are the only two worth going back to.",23,B,Sukhothai Restaurant,Sukhothai Restaurant,Sukhothai R3staurant,1.0,NEGATIVE
Yum!   Great little pizza place!   Ordered grandmas pizza was really good and the service is really friendly!,8,A,Oregano Pizza & Pasta,Oregano Pizza & Pasta,Oregano Pizza & Pasta Inc.,5.0,POSITIVE
"We were visiting Florida and are from northern Virginia where there is a large Salvadorean population, so pupusas are everywhere. The pupusas here were not good here, they were pura masa. That had a funky flavor I was not accustomed to, and the curtido was just cabbage and vinegar. I have traveled to El Salvador and eaten pupusas, these were just yuck. Oh and they were super expensive.",38,C,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centroamericana,Pupuseria & Cafeteria Centr0americana,1.0,NEGATIVE
