text,SCORE,GRADE,name,matched_name,DBA,review_stars
"First time trying it out and I loved it! Good variety on the menu. The spring rolls were amazing and the peanut sauce as well! I had the beef pho which happened to be the special, big portion and delicious! Great service!! I will definitely be coming back.",30,C,Singha Thai Viet Restaurant,Singha Thai Viet Restaurant,singha thai viet restaurant,5.0
Great food great service. nothing fancy about the decor but all the food like mozzarella cheese made here. Delicious cannolis. stop by this hidden treasure,11,A,Amaretto Ristorante,Amaretto Ristorante,Amaretto Ristorante Inc.,5.0
"Where do I begin. Start with a $4 charge for ice in my drink. A table that was set incorrectly with just one water glass for four people. We ordered cocktails and they arrived after our salad was served. 
Food was okay, we ordered the porterhouse but we had to send our steak back because we ordered it medium and it came out rare. Asparagus was $9 for 6 spears. Dessert was a dry piece of chocolate cake for $14. 
Tab for 2 with tip was $175. Could have gone to IAVARONE'S for $50 less, had better service and better food. 
I will be shocked if this restaurant lasts more than a year. Sorry we won't be back.",2,A,Gallery Chophouse,Gallery Chophouse,G@llery Chophouse,3.0
"This is the best weekday brunch spot. So many good breakfast options as well as lunch and an AMAZING array of brunch cocktails. We got the lemon blueberry mimosa pitcher, perfect amount of champagne and flavoring. The pancake trio, lobster omelette and crab cake Benedict all PHENOMENAL. Our server Jolee was awesome and will def come back to see her. Overall sensational experience",19,B,Another Broken Egg Cafe,Another Broken Egg Cafe,An0ther Br0ken Egg Cafe,5.0
"Just had some take out from here and it was outstanding. Very nice lady who handles your order, I have never had a bad meal here. A bit pricey but that's all chinese food for ya.",32,C,China Wok,China Wok,Chin@ Wok,3.0
"Extremely accommodating and delicious food! Will definitely return. They also have a gluten free menu, and that's greatly appreciated as someone with Celiac disease! Wonderful experience",8,A,Bonefish Grill,Bonefish Grill,B0nefish Grill,5.0
"My husband I are a very loyal customer to Popeyes chicken for decades and had been to this location several times because it's the closest one to our home, we went there for the T-Mobile Tuesday offered and got scream by the employees in front of a long line of customers, employees are so rude what ever the reason or what what ever the problem between T-Mobile and Popeyes IT IS NOT OUR FAULT TO BE SCREAMING AT US! It's unexceptable we won't be going back at this location ever again! Also let me add that I saw one of the employee didn't have mask on and the cleanliness of this place is the worst I've been too.",1,A,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Pop3y3s Louisiana Kitch3n,1.0
"Great, friendly service and excellent sandwiches. Loved the ham and cheese and the roast beef.",6,A,Earl of Sandwich,Earl of Sandwich,E@rl of S@ndwich,5.0
"Came for a girls weekend here in Tampa, drove to the ""soho"" area and came into this bar first. What a nice outdoor scene, plus the bartender, Kurt, was so nice and gave us a multitude of information on place to go and restaurants to see. We will be back and to see Kurt!",5,A,MacDinton's Soho,MacDinton's Soho,MacDinton's Soho Inc.,5.0
"I had the lamb beef gyro while I was waiting for my flight out of Tampa and I really enjoyed. It was a little overpriced for my liking but the quality was fresh and it was served hot. I would have appreciated if they added more spice to their meat and if it included fries or a salad for a side. Overall, not a bad gyro. I really did appreciate the customer service- the gentleman who was working the register was enthusiastic and eager to help. Might stop by here again for another flight.",27,B,Louis Pappas Fresh Greek,Louis Pappas Fresh Greek,L0uis Pappas Fresh Greek,4.0
"I've never been to this bakery, but I eat Sami products all over the county.

Their flax crackers are amazing... addicting.  I can eat the whole bag in one sitting.  

Definitely recommend to those health conscious folks or gluten free eaters! 

HAPPY VEGAN DINING!",11,A,Sami's Bakery,Sami's Bakery,Sami's Bakery Inc.,5.0
Tried Keke's due to yelp reviews. We were pleased with our choices after inordinate delay for seating in the mostly empty restaurant. The fajita omelette was tasty as was my husband's raspberry French toast. Keke's is a welcome addition to our area. Hopefully they will improve table turn around time with practice. Our visit was late morning on a rainy Tuesday.,29,C,Keke's Breakfast Cafe,Keke's Breakfast Cafe,Keke's Breakfast Cafe,4.0
Delicious and affordable. The Cubans are great and so are the beef empanadas. Don't sleep on this place. I would definitely eat from here again.,32,C,Tropical Cuisine,Tropical Cuisine,Tropic@l Cuisine,5.0
"They are located in a plaza off of Hillsborough Ave. I called my order in and I'm glad I did because they were pretty busy. I'm sure the fact that it was a Friday night had something to do with it. I thought that it was average - average food, average customer service, and average wait time. Nothing special but I think I would go again and try something different.",35,C,China Dragon,China Dragon,Chin@ Dr@gon,3.0
"Really enjoyed the Sunday Brunch! 

They have it set up to serve yourself from the buffet. Scrambled eggs, bacon, sausage, biscuits, grits, gravy, bagels, fruit, etc. They also have an omelet station with a variety of ingredients and a waffle station (with chocolate chips!). 

Coffee and brunch for 2 was $25. Worth it for all the food we ate. Still stuffed! 

Only complaint was a random leak in the ceiling right by our table. Yuck. Needs to be addressed ASAP.",8,A,The Grille At Westchase,The Grille At Westchase,Th3 Grill3 At W3stchas3,4.0
"Awwww man this is theee spot. Great food. Fresh and hot. Opens early serving breakfast lunch and dinner. If you like Spanish food you'll live it here. Only been once and def running it back. The salmon was delicious. Veggies on point, soup perfect, salads look beautiful (gotta taste one next time)",39,C,El Tipico Criollo,El Tipico Criollo,El Tipic0 Cri0ll0,5.0
"Great indian  food around Westchase area ,Tampa FL,absolute place to feel indian food with perfect taste of india ...love it.
Very friendly and family like management.",4,A,Spice Kitchen,Spice Kitchen,Spice Kitchen,5.0
"Petra is your local middle eastern hang out with no frills. Menu choices offer regular fare of wraps, kebabs, and salads. The meal came with a starter of marinated veggies and pitta, both of which were good. And then the wait began... Wait staff appeared very relax and hardly moving, it took almost 25 minutes to get the food, although the restaurant didn't look busy at all. I was pleasantly surprised by the shawarma, it actually resembled what I had tasted while traveling in the Middle East, even tahini was used instead of yogurt sauce. My friend had a kebab, which I tasted, it was just ok, nothing to be extra happy about. At the end of the meal I found myself trying to find the waitress again, which was not an easy task to do. The restaurant can benefit from better customer service.",28,C,Petra Restaurant,Petra Restaurant,Petr@ Rest@ur@nt,3.0
